t[s],Q[W],Tin[degC],Tout[degC]
0,0,9.142343674578019,9.142343674578765
60,9573.627907771923,9.142343675,9.142343675
120,10118.02334636148,11.449806040965687,9.228576638771585
180,10097.393158599903,12.855119064607013,9.296820343906463
240,10099.467205358867,13.90349542330358,9.372486907843355
300,10079.726845405194,14.280568814653826,9.451776664169383
360,10084.817158105081,14.463928613556904,9.554942545
420,10096.24766029969,14.598636177218758,9.679134453985887
480,10107.034142593431,14.710664339020768,9.816116018848032
540,10120.618869670068,14.825985932344334,9.957650868426231
600,10114.503681856373,14.965304461505774,10.098129928307737
660,10104.044653414045,15.109293498894008,10.248520853460144
720,10105.926253385875,15.252973019043305,10.407033656004518
780,10101.71323731773,15.397047477172812,10.56859681373146
840,10098.549894464555,15.542221328501691,10.728138804431572
900,10095.081537944805,15.689674423024544,10.881890049759477
960,10083.949776620884,15.84179627147191,11.034920746998118
1020,10081.705483299038,15.99570220686652,11.187015179704227
1080,10063.26297,16.14767711826934,11.336414162634458
1140,10104.449035009988,16.29400589474134,11.481358510545476
1200,10106.769910428535,16.431843548329677,11.620586068306263
1260,10114.224803303267,16.564695168514152,11.756196602627863
1320,10118.321749450368,16.69326590910578,11.888250800887612
1380,10069.665794005994,16.817287859584628,12.016218429696547
1440,10063.171063212556,16.936493109430778,12.139569255665727
1500,10066.306182446042,17.050643354486485,12.257892124519438
1560,10065.817518474882,17.160018357536785,12.37180980754225
1620,10063.16863698961,17.265303037706666,12.48183513454543
1680,10026.608188649567,17.367189139335682,12.588369572957445
1740,10014.345364530118,17.466368406763433,12.691814590206787
1800,10034.204758876143,17.563324478575545,12.792549012050692
1860,10023.937818579026,17.657307885704352,12.890651115105683
1920,10030.888956427154,17.748712108970206,12.986047817910611
1980,9997.511679702266,17.83820112436506,13.078673466799389
2040,9987.422890225089,17.92643891,13.168462408105935
2100,10010.629485638972,18.014065498917677,13.255377955215009
2160,10020.988022306843,18.101129874911845,13.339636478437495
2220,10040.826834907572,18.18706809438494,13.421430164545212
2280,10048.003198978491,18.271287926468215,13.500924314767401
2340,10041.06452748947,18.353197140292966,13.578284230333313
2400,10035.800680236307,18.43235704413511,13.653637607659315
2460,10066.493688040398,18.50943078814839,13.72690638508404
2520,10062.708453283994,18.58455651364769,13.798247309828504
2580,10080.94957452773,18.657698188987425,13.867868264265633
2640,10049.009111148496,18.728819782522024,13.93597713076836
2700,10082.532910455939,18.798050967273635,14.00274256491948
2760,10074.411377654546,18.866223728774976,14.068061507824995
2820,10069.320320404506,18.932796751266505,14.131981251653581
2880,10083.614128698577,18.996976371029916,14.194594881314995
2940,10077.049562752347,19.057968924346913,14.255995481719005
3000,10084.244345013618,19.115033546350684,14.316278426491323
3060,10068.744538947967,19.168408092185587,14.375500779971553
3120,10066.38998277852,19.219143794194153,14.433621085273336
3180,10061.63348,19.26831130537586,14.490588051693518
3240,10024.625758084045,19.31698127873021,14.546350388528953
3300,9995.486969,19.365880116250036,14.600893314428918
3360,9982.857099127777,19.413623494902346,14.654405800150755
3420,9947.327404719903,19.46060028369579,14.706855455868496
3480,9948.306929363194,19.50763743226201,14.75816077354595
3540,9990.362015943296,19.555561890232692,14.808240245146932
3600,9980.333664413616,19.60530238746506,14.857039463365833
3660,9991.354028086744,19.657525755971243,14.904700670467092
3720,10028.557452916972,19.710906532449584,14.951277031414183
3780,10022.375273481339,19.763872581772343,14.996791254945059
3840,10023.436037755662,19.81485176881178,15.041266049797692
3900,10028.765748925513,19.86261907059331,15.084697643638966
3960,10028.86872551127,19.908543284158213,15.126992865933788
4020,10020.88459666887,19.952976708794615,15.168315854218006
4080,10000.258641721068,19.995891482815214,15.208874093303477
4140,10044.738872228649,20.037259744532747,15.248875068002052
4200,10004.344695374393,20.07691286562442,15.288467373125512
4260,10012.042637928083,20.114243100714578,15.327427235675312
4320,10012.92827850745,20.150070308979295,15.365815505689707
4380,10028.103348073071,20.18544954637528,15.403766481160678
4440,10036.441762795248,20.221435868859263,15.44141446008023
4500,10036.072673642535,20.258861967153145,15.47886606621997
4560,10037.824348754653,20.29691098,15.51602248208797
4620,10028.606367562374,20.335437285705908,15.552868179956095
4680,10053.09509044426,20.374540370863883,15.589418120546107
4740,10067.549376402298,20.41431974041657,15.625687264579783
4800,10072.320762209614,20.45499044549422,15.661696805538885
4860,10078.290041827233,20.497130227004853,15.697481694223232
4920,10072.441008776113,20.540148651293983,15.733004249878674
4980,10081.123191215644,20.583262514528833,15.768215626071472
5040,10121.624430972815,20.62568861287662,15.803066976367905
5100,10143.959390599444,20.66701644,15.837524276481558
5160,10095.027881940337,20.7088426,15.871651050271545
5220,10106.450989423229,20.75038321280995,15.905445524192585
5280,10167.179621265519,20.79034335645957,15.938887944362483
5340,10195.818716635533,20.827428106847606,15.971958556899063
5400,10176.512404089397,20.860464060109358,16.004640946025123
5460,10146.645792958618,20.889938442865848,16.036951349493467
5520,10131.859891024114,20.91722962979763,16.068909004120638
5580,10132.628038975517,20.943682417524727,16.100530510206827
5640,10147.335227660555,20.970641602667175,16.13183246805226
5700,10148.19689279381,20.999157776925273,16.16282859190614
5760,10156.222366728565,21.028134495790077,16.193512560759377
5820,10154.111835019048,21.057422098824134,16.223889042075747
5880,10179.30558909206,21.08719994275652,16.253966066594312
5940,10176.777295457081,21.117647384316324,16.283751665054158
6000,10183.04514722808,21.14901506690525,16.313259964188923
6060,10203.648923353183,21.181693061567014,16.342524565412514
6120,10225.446076885552,21.215211027233433,16.371518006367175
6180,10215.43296373745,21.248968546649948,16.40020269995647
6240,10207.834383327685,21.282365202562023,16.428541059083987
6300,10191.113516816067,21.31509645821631,16.45650559002672
6360,10184.856562792207,21.34842974947709,16.484140518217778
6420,10193.953723312208,21.381707179222317,16.511454373136377
6480,10233.333176809781,21.41386230092551,16.538444140067046
6540,10240.93557489222,21.443828668060213,16.565106804294324
6600,10241.470558269557,21.470685231842317,16.59143547
6660,10257.529143568712,21.495026913191086,16.617415766940184
6720,10268.570428076491,21.517734494637367,16.64308048120824
6780,10254.683,21.539586307596096,16.668469490192248
6840,10213.575981749647,21.561360683482253,16.693622675551712
6900,10209.844995011927,21.58368268001545,16.718572430528248
6960,10215.226154102555,21.605996567294483,16.74329454804719
7020,10205.708015020953,21.628136744995174,16.767785685648704
7080,10206.20844665501,21.65010079363161,16.79205062
7140,10203.541132793802,21.67188629371791,16.81609411696393
7200,10203.725840208155,21.693511778138355,16.83993143929118
7260,10207.543666991345,21.715076864825253,16.86361517472208
7320,10193.266633368592,21.736494736687646,16.887099313715296
7380,10163.877814757601,21.757645648147655,16.910320949088597
7440,10170.311657789052,21.77840985362742,16.933217173659767
7500,10173.141505509775,21.798716538827875,16.955750911196358
7560,10166.434121810253,21.818777950032544,16.978035326864923
7620,10161.251196744148,21.838526200956174,17.00003705024373
7680,10122.340157335986,21.857828895335608,17.021688763426685
7740,10137.817876951694,21.876553636907715,17.04292314850771
7800,10152.69295446133,21.894500267428775,17.06368865450622
7860,10151.032214428942,21.91134061,17.084053970373294
7920,10137.162795148077,21.927571855245706,17.104045623314864
7980,10133.368854809978,21.943815419097266,17.123673192492078
8040,10120.714986605844,21.96069272869767,17.142946257066118
8100,10112.346730200761,21.97885211228403,17.16186540314745
8160,10126.143078611047,21.99857332386755,17.180397634480247
8220,10110.28054,22.019113463969063,17.198591997683312
8280,10125.749918391617,22.039624846614284,17.216511834127825
8340,10140.189235501184,22.059259785828942,17.23422048518498
8400,10138.026898950191,22.077304227914443,17.251760388440783
8460,10140.610415059982,22.094240647678934,17.269049639436453
8520,10127.23535729171,22.11048819681134,17.286120346951044
8580,10133.109637658074,22.126345846950002,17.303031727098958
8640,10127.451690701419,22.14211256973329,17.319843
8700,10119.660179912626,22.15808843,17.336606582760613
8760,10128.293092272894,22.174342311420215,17.353303782126087
8820,10153.574403635872,22.190543299077483,17.36990193080036
8880,10119.713595619607,22.20632763056397,17.386373098762682
8940,10120.521411318745,22.221331543900654,17.40268935599235
9000,10107.59492400448,22.23519940098651,17.418832105343153
9060,10099.736448531186,22.247929626685682,17.43484096340307
9120,10081.787399463155,22.25998295490754,17.45070911573996
9180,10068.691875775432,22.271850013173125,17.46641800224813
9240,10080.375212266468,22.284021429003516,17.481949062821908
9300,10070.086948336564,22.297056827142168,17.49729421252757
9360,10039.513818398003,22.311388764663565,17.512501039829637
9420,10049.763111869544,22.326182850224004,17.527549003426106
9480,10076.183262633182,22.340444146899817,17.542403100658937
9540,10077.680223438061,22.353177717767338,17.55702832887009
9600,10053.67720858312,22.363515310312323,17.57139835986661
9660,10037.006573764247,22.371978888087654,17.58555048
9720,10041.896418480348,22.37945441314827,17.59949460178822
9780,10035.61999,22.386747753700494,17.613230949679025
9840,10000.879724781826,22.394664777950663,17.626759767364597
9900,10009.355929210558,22.403901154052363,17.640077063614733
9960,9997.207231878212,22.414154171522377,17.65316657
10020,9999.687278,22.425154019062973,17.666056459131354
10080,9989.845160367859,22.436728450260894,17.678782073361006
10140,9996.235068079228,22.448705218702923,17.691378768333983
10200,9989.638544490554,22.461031428867354,17.703869528019172
10260,9981.780523708332,22.474253108555587,17.716205240287895
10320,9976.003659479073,22.488081373493745,17.72840669583899
10380,9964.741965,22.50205788986718,17.740510919231152
10440,9991.203937486009,22.51572432386128,17.752554935023078
10500,10018.01995557166,22.528669946755222,17.76456351924182
10560,10017.104157218902,22.541027783572673,17.776487271464394
10620,10006.499822459873,22.553103006589893,17.788341412354733
10680,9991.067339,22.565173512795024,17.800156871722642
10740,9999.253269,22.57751719917624,17.81196457937796
10800,10016.096767085208,22.590653758170514,17.82379709797433
10860,10027.121994461988,22.605783072106806,17.835668582771806
10920,10050.345128298863,22.621530062972425,17.847537687579823
10980,10071.64653911162,22.63610585809978,17.85935723043731
11040,10043.992857100753,22.647721584821316,17.87108003
11100,10018.525891590078,22.655105903382523,17.882680957925825
11160,10011.022882574323,22.660747951799383,17.894254586491016
11220,9998.913079394792,22.66544429,17.90575614211131
11280,9977.998356,22.66941056112934,17.917110730926197
11340,9957.912635,22.672862383953188,17.928243459075208
11400,9931.109615123634,22.675911912354675,17.939096506744267
11460,9875.479160922057,22.67817781558734,17.949738915155375
11520,9892.158988610376,22.680045419542882,17.960188522214263
11580,9887.678013910534,22.682050380728757,17.970444370149607
11640,9877.675590837518,22.684728355652464,17.98050550119014
11700,9864.384993635755,22.689062404899865,17.99036922550438
11760,9885.720554720012,22.697740707862398,18.000031351224056
11820,9910.387327367494,22.709426809031854,18.009511716581446
11880,9931.316435,22.722077637613623,18.018833569626715
11940,9891.230693419295,22.733650122813124,18.02802015841004
12000,9901.548554115008,22.742345881456103,18.037071451535937
12060,9842.370144225648,22.748949318863353,18.045885255110854
12120,9872.399605138771,22.754778251969217,18.05454651
12180,9858.968225133405,22.760982261022864,18.063175160522633
12240,9854.155914327235,22.768710926273464,18.071891129957827
12300,9877.020016321254,22.780076809945157,18.080791788946357
12360,9888.449388448473,22.800463602817366,18.089796892420935
12420,9899.980841014085,22.825931431451043,18.098877398397903
12480,9961.084321194434,22.850966769418818,18.10802779255105
